word,npmi-bias,his-npmi,his-count,they-npmi,they-count
souls,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
skull,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
expressed,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
nail,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
repeated,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
wandering,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
cowards,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
suited,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
arabic,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
taco,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
temporary,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
ate,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
gray,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
mighty,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
trusted,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
gate,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
begun,0.1134669946549407,0.2900288689065727,1,0.176561874251632,1
elites,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
tongue,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
smashed,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
feds,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
aside,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
washed,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
lighter,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
spirits,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
laying,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
behaviour,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
adam,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
didn,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
economy,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
sentence,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
presence,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
seat,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
preach,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
heavily,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
complaining,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
potential,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
crude,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
abomination,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
rob,0.11418790587437588,0.2793635465850144,1,0.1651756407106385,1
navy,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
shoots,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
mans,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
theft,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
laid,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
alarm,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
43,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
niglet,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
asks,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
request,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
release,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
coat,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
pulled,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
address,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
assume,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
jury,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
attacking,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
advocate,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
shift,0.114743020496202,0.2708676106697061,1,0.1561245901735041,1
reading,0.11502396354313421,0.2779910400780907,3,0.1629670765349565,4
claimed,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
op,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
nbc,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
arrived,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
twisted,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
handgun,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
hammer,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
precisely,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
terror,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
mercury,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
lower,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
professor,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
directly,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
complex,0.11519342034876301,0.2637757730125616,1,0.1485823526637986,1
running,0.1152288622838411,0.2749823381852317,3,0.1597534759013906,4
screaming,0.1155716891398883,0.2576711881487167,1,0.1420994990088284,1
moon,0.1155716891398883,0.2576711881487167,1,0.1420994990088284,1
robbery,0.1155716891398883,0.2576711881487167,1,0.1420994990088284,1
crowd,0.1155716891398883,0.2576711881487167,1,0.1420994990088284,1
suspended,0.1155716891398883,0.2576711881487167,1,0.1420994990088284,1
threat,0.1155716891398883,0.2576711881487167,1,0.1420994990088284,1
neighbor,0.1155716891398883,0.2576711881487167,1,0.1420994990088284,1
shaved,0.1155716891398883,0.2576711881487167,1,0.1420994990088284,1
cnn,0.1155716891398883,0.2576711881487167,1,0.1420994990088284,1
perspective,0.1155716891398883,0.2576711881487167,1,0.1420994990088284,1
grab,0.1155716891398883,0.2576711881487167,1,0.1420994990088284,1
attitude,0.11589726781765161,0.2523007351700474,1,0.1364034673523958,1
celebrating,0.11589726781765161,0.2523007351700474,1,0.1364034673523958,1
led,0.11589726781765161,0.2523007351700474,1,0.1364034673523958,1
guards,0.11589726781765161,0.2523007351700474,1,0.1364034673523958,1
burning,0.11589726781765161,0.2523007351700474,1,0.1364034673523958,1
grass,0.11589726781765161,0.2523007351700474,1,0.1364034673523958,1
sharing,0.11589726781765161,0.2523007351700474,1,0.1364034673523958,1
officers,0.11589726781765161,0.2523007351700474,1,0.1364034673523958,1
drunk,0.11589726781765161,0.2523007351700474,1,0.1364034673523958,1
letter,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
forest,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
27,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
funeral,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
q,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
pool,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
afternoon,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
iq,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
dude,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
jumped,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
hates,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
actions,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
standard,0.11618268717703331,0.247498745798785,1,0.1313160586217517,1
marine,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
original,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
kept,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
negroid,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
ahead,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
pack,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
hall,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
mainstream,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
calls,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
winter,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
drop,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
camera,0.11643649551801638,0.2431506527870703,1,0.1267141572690539,1
broke,0.1166647838541038,0.2391738097227509,1,0.1225090258686471,1
campaign,0.1166647838541038,0.2391738097227509,1,0.1225090258686471,1
pic,0.1166647838541038,0.2391738097227509,1,0.1225090258686471,1
fan,0.1166647838541038,0.2391738097227509,1,0.1225090258686471,1
window,0.1168720446879404,0.2355065681129745,1,0.1186345234250341,1
attend,0.1168720446879404,0.2355065681129745,1,0.1186345234250341,1
blonde,0.1168720446879404,0.2355065681129745,1,0.1186345234250341,1
win,0.1168720446879404,0.2355065681129745,1,0.1186345234250341,1
burn,0.1168720446879404,0.2355065681129745,1,0.1186345234250341,1
appreciate,0.1168720446879404,0.2355065681129745,1,0.1186345234250341,1
onto,0.1168720446879404,0.2355065681129745,1,0.1186345234250341,1
everybody,0.1168720446879404,0.2355065681129745,1,0.1186345234250341,1
christians,0.1170616857968699,0.2321016747113232,1,0.1150399889144533,1
forever,0.1170616857968699,0.2321016747113232,1,0.1150399889144533,1
pray,0.1170616857968699,0.2321016747113232,1,0.1150399889144533,1
eu,0.11723635299346818,0.2289220842586805,1,0.1116857312652123,1
restaurant,0.11723635299346818,0.2289220842586805,1,0.1116857312652123,1
fault,0.11723635299346818,0.2289220842586805,1,0.1116857312652123,1
languages,0.11723635299346818,0.2289220842586805,1,0.1116857312652123,1
friday,0.11723635299346818,0.2289220842586805,1,0.1116857312652123,1
final,0.1173981411937571,0.2259381971237672,1,0.1085400559300101,1
300,0.1173981411937571,0.2259381971237672,1,0.1085400559300101,1
values,0.1173981411937571,0.2259381971237672,1,0.1085400559300101,1
nor,0.1175487371705293,0.22312597567248,1,0.1055772385019507,1
reply,0.1176895189084488,0.2204656231764001,1,0.1027761042679513,1
personal,0.1176895189084488,0.2204656231764001,1,0.1027761042679513,1
blond,0.1176895189084488,0.2204656231764001,1,0.1027761042679513,1
answer,0.1176895189084488,0.2204656231764001,1,0.1027761042679513,1
trash,0.11782162648237542,0.2179406345215041,1,0.1001190080391287,1
web,0.11782162648237542,0.2179406345215041,1,0.1001190080391287,1
following,0.11782162648237542,0.2179406345215041,1,0.1001190080391287,1
center,0.1179460137195094,0.2155370995250058,1,0.0975910858054964,1
written,0.1179460137195094,0.2155370995250058,1,0.0975910858054964,1
mate,0.1179460137195094,0.2155370995250058,1,0.0975910858054964,1
level,0.1179460137195094,0.2155370995250058,1,0.0975910858054964,1
btw,0.1179460137195094,0.2155370995250058,1,0.0975910858054964,1
weekend,0.1179460137195094,0.2155370995250058,1,0.0975910858054964,1
wp,0.11806348657342698,0.2132431820647548,1,0.0951796954913278,1
needs,0.11806348657342698,0.2132431820647548,1,0.0951796954913278,1
happening,0.11817473210911988,0.2110487241985768,1,0.0928739920894569,1
forums,0.11817473210911988,0.2110487241985768,1,0.0928739920894569,1
recently,0.11817473210911988,0.2110487241985768,1,0.0928739920894569,1
w,0.1182803407258159,0.208944940834249,1,0.0906646001084331,1
apes,0.1182803407258159,0.208944940834249,1,0.0906646001084331,1
william,0.1182803407258159,0.208944940834249,1,0.0906646001084331,1
tree,0.1183808234253598,0.2069241811159715,1,0.0885433576906117,1
lady,0.1183808234253598,0.2069241811159715,1,0.0885433576906117,1
heritage,0.1184766253942913,0.2049797397183297,1,0.0865031143240384,1
note,0.118568136804674,0.2031057059897966,1,0.0845375691851226,1
california,0.11865570148975661,0.2012968421615901,1,0.0826411406718335,1
event,0.11865570148975661,0.2012968421615901,1,0.0826411406718335,1
comment,0.1187396239768893,0.1995484841321675,1,0.0808088601552782,1
id,0.1188975974219187,0.196217022462994,1,0.0773194250410753,1
search,0.1189721077949244,0.1946267928821758,1,0.0756546850872514,1
list,0.11904390201536838,0.1930827138120451,1,0.0740388117966767,1
holocaust,0.11911315689910722,0.1915820093199644,1,0.0724688524208572,1
section,0.1191800327527656,0.1901221511447543,1,0.0709421183919887,1
12,0.1192446753580748,0.188700829837502,1,0.0694561544794272,1
texas,0.11936778125922269,0.1859655089856841,1,0.0665977277264614,1
9,0.11983960849946769,0.1751080427946773,1,0.0552684342952096,1
call,0.1206537377984315,0.2916449022079351,5,0.1709911644095036,7
u,0.1206713711813685,0.1542373386158663,1,0.0335659674344978,1
got,0.12146862769019873,0.289157792911691,10,0.1676891652214923,17
guy,0.12246891867716192,0.2665646429482779,5,0.144095724271116,7
wisdom,0.12276046691099832,0.3191778826515773,2,0.196417415740579,2
video,0.1228083664250241,0.2436643488471018,6,0.1208559824220777,9
hours,0.12312084725078748,0.3028351853381567,4,0.1797143380873692,5
self,0.12312084725078748,0.3028351853381567,4,0.1797143380873692,5
jesus,0.12324295933211382,0.3012851530903715,4,0.1780421937582577,5
hands,0.12336085849202688,0.2997811145445169,4,0.17642025605249,5
statement,0.12419714235727192,0.3011647296739368,2,0.1769675873166649,2
stood,0.1245552500777809,0.2965002677772839,2,0.171945017699503,2
book,0.12476392763207333,0.281277606093537,4,0.1565136784614637,5
head,0.12476392763207333,0.281277606093537,4,0.1565136784614637,5
range,0.12487473764541718,0.29227468505131,2,0.1673999474058928,2
died,0.12487473764541718,0.29227468505131,2,0.1673999474058928,2
types,0.12487473764541718,0.29227468505131,2,0.1673999474058928,2
friend,0.12498577839426547,0.2782417755469824,4,0.1532559971527169,5
blood,0.12526023453438623,0.2744408273686447,4,0.1491805928342585,5
nonwhites,0.1254254172625792,0.2848413241907939,2,0.1594159069282147,2
monkey,0.1254254172625792,0.2848413241907939,2,0.1594159069282147,2
wanna,0.1258885350100604,0.2784335940156696,2,0.1525450590056092,2
spirit,0.1260949850139329,0.2755283542956069,2,0.149433369281674,2
youtube,0.12627752191727898,0.1825673385809408,6,0.0562898166636618,9
growing,0.1262876051738659,0.2727894261333167,2,0.1465018209594508,2
road,0.1264680794229585,0.2701976676506882,2,0.1437295882277297,2
court,0.12663780278386733,0.267737115969142,2,0.1410993131852747,2
shall,0.12663780278386733,0.267737115969142,2,0.1410993131852747,2
break,0.1267979438406144,0.2653943149139471,2,0.1385963710733327,2
claims,0.1267979438406144,0.2653943149139471,2,0.1385963710733327,2
ill,0.127093288575744,0.2610177776090768,2,0.1339244890333328,2
favorite,0.1272300618241617,0.2589657074590568,2,0.1317356456348951,2
victims,0.12748497105701612,0.255096747165777,2,0.1276117761087609,2
bar,0.12760413666734532,0.2532676401438144,2,0.1256635034764691,2
caught,0.12803494993002168,0.2465410172146649,2,0.1185060672846432,2
top,0.1281327886545704,0.2449875096162631,2,0.1168547209616927,2
name,0.12939054603358088,0.3209051086590923,9,0.1915145626255114,13
message,0.1300316745688817,0.2125986654345295,2,0.0825669908656478,2
later,0.1305179367399126,0.3055951805519146,5,0.175077243812002,6
hey,0.1306404244925305,0.2011203333193657,2,0.0704799088268352,2
ran,0.1316577319836849,0.3064416240157552,3,0.1747838920320703,3
ass,0.1326413713446461,0.2943068970172571,3,0.161665525672611,3
arrested,0.1329655321594609,0.2901924250367527,3,0.1572268928772918,3
year,0.1331469924633976,0.2757693120222502,9,0.1426223195588526,13
set,0.1346222598388897,0.2681443920024576,3,0.1335221321635679,3
gone,0.13488802968665659,0.2644308443261977,3,0.1295428146395411,3
house,0.13560680426907312,0.321458661989992,9,0.1858518577209189,12
boy,0.13589510690193668,0.2498443870645539,3,0.1139492801626172,3
full,0.1360153704902291,0.2480436587432564,3,0.1120282882530273,3
negro,0.1363163294630552,0.3136659915944859,9,0.1773496621314307,12
front,0.1369038255006878,0.3042347467414359,6,0.1673309212407481,7
forum,0.1380558253737385,0.2151547927186041,3,0.0770989673448656,3
used,0.14202840605748668,0.2532768883866674,4,0.1112484823291807,4
kid,0.1534938697492775,0.3279421360010173,8,0.1744482662517398,8
man,0.15448809585556514,0.3112802933005365,10,0.1567921974449714,11
has,0.1551662700354397,0.3093511673083283,16,0.1541848972728886,21
cop,0.1574841977164928,0.3012137859442225,3,0.1437295882277297,2
christ,0.1580985759380465,0.2943068970172571,3,0.1362083210792106,2
r,0.15862326826698636,0.28825702331229,3,0.1296337550453036,2
abc,0.15966066724968078,0.3517531093087969,2,0.1920924420591161,1
darkness,0.15966066724968078,0.3517531093087969,2,0.1920924420591161,1
posts,0.16006931018183024,0.2707733667406537,3,0.1107040565588235,2
was,0.1605733037081018,0.3514648217545544,39,0.1908915180464526,66
rag,0.1611692886190459,0.3377311628706779,2,0.176561874251632,1
teacher,0.1613287771919561,0.3222759557940672,7,0.1609471786021111,6
dropped,0.1622331778396499,0.3274088185502884,2,0.1651756407106385,1
junior,0.1630532924780732,0.3191778826515773,2,0.1561245901735041,1
butt,0.1630532924780732,0.3191778826515773,2,0.1561245901735041,1
jimmy,0.1642791070258,0.3063786060346284,2,0.1420994990088284,1
threw,0.1642791070258,0.3063786060346284,2,0.1420994990088284,1
limerick,0.1642791070258,0.3063786060346284,2,0.1420994990088284,1
poll,0.1642791070258,0.3063786060346284,2,0.1420994990088284,1
elementary,0.164761262321541,0.3011647296739368,2,0.1364034673523958,1
thrown,0.16556052778225608,0.29227468505131,2,0.1267141572690539,1
evening,0.16556052778225608,0.29227468505131,2,0.1267141572690539,1
26,0.1658991860117427,0.2884082118803898,2,0.1225090258686471,1
wrote,0.16620680076575978,0.2848413241907939,2,0.1186345234250341,1
22,0.16648839311448208,0.2815283820289354,2,0.1150399889144533,1
dad,0.167212187631366,0.2727894261333167,2,0.1055772385019507,1
comments,0.1676181079300133,0.267737115969142,2,0.1001190080391287,1
obama,0.1681437855196199,0.2610177776090768,2,0.0928739920894569,1
street,0.1699239641672491,0.2365216918937105,2,0.0665977277264614,1
son,0.17009686605941632,0.233974544901856,2,0.0638776788424397,1
moved,0.17009686605941632,0.233974544901856,2,0.0638776788424397,1
killed,0.17379386869300448,0.3249009345023788,6,0.1511070658093743,4
march,0.17753889034419862,0.3033647076063307,5,0.1258258172621321,3
murder,0.17753889034419862,0.3033647076063307,5,0.1258258172621321,3
charged,0.18262630992433176,0.3028351853381567,4,0.1202088754138249,2
dog,0.1829263935828242,0.2997811145445169,4,0.1168547209616927,2
car,0.1915042443143649,0.3355962213212722,6,0.1440919770069073,3
protect,0.1979015680857451,0.3064416240157552,3,0.1085400559300101,1
speech,0.1979015680857451,0.3064416240157552,3,0.1085400559300101,1
ball,0.19843768167627118,0.3012137859442225,3,0.1027761042679513,1
shot,0.20249677443802416,0.3103634126773638,5,0.1078666382393396,2
floor,0.220416346595036,0.3321020778602483,4,0.1116857312652123,1
lived,0.22443104764929928,0.2968999000701565,4,0.0724688524208572,1
him,0.2514322453123724,0.4285869002273667,32,0.1771546549149943,16
wife,0.2632188905900716,0.3800736115517643,10,0.1168547209616927,2
he,0.2796741099413041,0.4310634292129167,45,0.1513893192716126,21
his,0.4932372101680511,0.6744681055708819,199,0.1812308954028308,21
