word,npmi-bias,his-npmi,his-count,them-npmi,them-count
christ,0.1459613659929774,0.2943068970172571,3,0.1483455310242797,1
account,0.1462734283625512,0.2901924250367527,3,0.1439189966742015,1
arrested,0.1462734283625512,0.2901924250367527,3,0.1439189966742015,1
k,0.14655657180441947,0.2863940886147391,3,0.1398375168103196,1
according,0.146937017958545,0.2811872360541688,3,0.1342502180956238,1
disgusting,0.14747960169627,0.2735412060136555,3,0.1260616043173855,1
david,0.1478510861050186,0.2681443920024576,3,0.120293305897439,1
dr,0.1484743189792073,0.2587626174547385,3,0.1102882984755312,1
while,0.14865196481302512,0.2581509772169278,5,0.1094990124039027,2
hope,0.15005438769958512,0.2354149436592158,5,0.0853605559596307,2
story,0.1502449479028567,0.2293301416614717,3,0.079085193758615,1
house,0.1519031852973196,0.321458661989992,9,0.1695554766926724,4
car,0.1596408669456173,0.3355962213212722,6,0.1759553543756549,2
killed,0.16066892127344148,0.3249009345023788,6,0.1642320132289373,2
latest,0.16758981000299703,0.3321020778602483,4,0.1645122678572513,1
book,0.17212394379773502,0.281277606093537,4,0.109153662295802,1
p,0.17220544858996048,0.2802466110443367,4,0.1080411624543762,1
negro,0.17387548408455128,0.3136659915944859,9,0.1397905075099346,3
murder,0.19073681142746332,0.3033647076063307,5,0.1126278961788674,1
teacher,0.2214718765349133,0.3222759557940672,7,0.1008040792591539,1
wife,0.2508832683025276,0.3800736115517643,10,0.1291903432492367,1
man,0.2600677017979766,0.3112802933005365,10,0.0512125915025599,1
he,0.2669695337375798,0.4310634292129167,45,0.1640938954753369,10
him,0.31216653013986384,0.4285869002273667,32,0.1164203700875028,3
his,0.5554755704807451,0.6744681055708819,199,0.1189925350901367,4
